2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.315 -0.500 -0.200 0.015 -0.500 2.315 -0.200 0.015 -0.500 -0.000 2.315 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.415 -0.500 -0.200 0.015 -0.500 2.415 -0.200 0.015 -0.500 -0.000 2.415 0.015
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
2.215 -0.500 -0.200 -0.055 -0.500 2.215 -0.200 -0.055 -0.500 -0.000 2.215 -0.055
